,expedition_id,peak_id,peak_name,year,season,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used
2762,EVER47101,EVER,Everest,1947,Spring,"Bad weather (storms, high winds)",6800.0,1,0,2,0,No
2763,EVER50301,EVER,Everest,1950,Autumn,Did not attempt climb,5790.0,5,0,0,0,No
2764,EVER51101,EVER,Everest,1951,Spring,Lack (or loss) of supplies or equipment,6800.0,1,0,3,0,No
2765,EVER51301,EVER,Everest,1951,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6000.0,6,0,5,0,No
2766,EVER52101,EVER,Everest,1952,Spring,"Illness, AMS, exhaustion, or frostbite",8600.0,11,0,14,0,Yes
2767,EVER52301,EVER,Everest,1952,Autumn,"Bad weather (storms, high winds)",8100.0,7,0,23,1,Yes
2768,EVER52302,EVER,Everest,1952,Autumn,Attempt rumoured,8200.0,40,0,36,0,No
2769,EVER53101,EVER,Everest,1953,Spring,Success (main peak),8850.0,13,0,20,0,Yes
2770,EVER56101,EVER,Everest,1956,Spring,Success (main peak),8850.0,11,0,28,0,Yes
2771,EVER58301,EVER,Everest,1958,Autumn,Did not attempt climb,6500.0,13,0,10,0,No
2772,EVER60102,EVER,Everest,1960,Spring,Success (main peak),8850.0,29,1,99,0,Yes
2773,EVER62101,EVER,Everest,1962,Spring,"Bad weather (storms, high winds)",8720.0,14,0,44,1,Yes
2774,EVER62102,EVER,Everest,1962,Spring,"Illness, AMS, exhaustion, or frostbite",7700.0,4,0,0,0,No
2775,EVER66101,EVER,Everest,1966,Spring,Accident (death or serious injury),8100.0,20,1,60,0,Yes
2776,EVER68101,EVER,Everest,1968,Spring,Attempt rumoured,7408.9238190954775,0,0,0,0,No
2777,EVER70102,EVER,Everest,1970,Spring,Success (main peak),8850.0,39,1,56,1,Yes
2778,EVER71301,EVER,Everest,1971,Autumn,"Bad weather (storms, high winds)",8100.0,20,0,24,0,Yes
2779,EVER74102,EVER,Everest,1974,Spring,Did not attempt climb,7408.9238190954775,0,0,0,0,No
2780,EVER75102,EVER,Everest,1975,Spring,Success (main peak),8850.0,35,1,99,0,Yes
2781,EVER75302,EVER,Everest,1975,Autumn,Attempt rumoured,7408.9238190954775,1,0,0,0,No
2782,EVER78101,EVER,Everest,1978,Spring,Other,7790.0,25,1,30,0,No
2783,EVER78102,EVER,Everest,1978,Spring,Success (main peak),8850.0,14,0,25,1,Yes
2784,EVER78302,EVER,Everest,1978,Autumn,Success (main peak),8850.0,18,0,21,0,Yes
2785,EVER79102,EVER,Everest,1979,Spring,Did not attempt climb,7408.9238190954775,0,0,0,0,No
2786,EVER79303,EVER,Everest,1979,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",7400.0,6,0,0,0,No
2787,EVER82103,EVER,Everest,1982,Spring,Accident (death or serious injury),8230.0,6,2,0,0,Yes
2788,EVER83307,EVER,Everest,1983,Autumn,"Bad weather (storms, high winds)",8200.0,12,0,0,0,No
2789,EVER93401,EVER,Everest,1993,Winter,Success (main peak),8850.0,10,0,20,0,Yes
2790,GAMA72301,GAMA,Gama Peak,1972,Autumn,Success (main peak),7187.0,3,0,2,0,No
2791,GAN149201,GAN1,Ganesh I,1949,Summer,Did not attempt climb,7408.9238190954775,3,0,0,0,No
2792,GAN154101,GAN1,Ganesh I,1954,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6350.0,13,0,22,0,No
2793,GAN155301,GAN1,Ganesh I,1955,Autumn,Success (main peak),7422.0,7,1,8,0,No
2794,GAN160101,GAN1,Ganesh I,1960,Spring,Success (subpeak),6700.0,1,0,3,0,No
2795,GAN373101,GAN3,Ganesh III,1973,Spring,Did not attempt climb,6000.0,1,0,0,0,No
2796,GAN380302,GAN3,Ganesh III,1980,Autumn,Did not attempt climb,7408.9238190954775,9,0,0,0,No
2797,GAN253101,GAN2,Ganesh II,1953,Spring,Did not attempt climb,5800.0,4,0,0,0,No
2798,GAN271101,GAN2,Ganesh II,1971,Spring,Did not attempt climb,5400.0,1,0,0,0,No
2799,LAMP53101,LAMP,Lampo,1953,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7408.9238190954775,4,0,4,0,No
2800,GANC49201,GANC,Ganchenpo,1949,Summer,"Bad weather (storms, high winds)",5640.0,2,0,0,0,No
2801,GANC71301,GANC,Ganchenpo,1971,Autumn,Other,6360.0,3,0,0,0,No
2802,GANC75301,GANC,Ganchenpo,1975,Autumn,Lack (or loss) of supplies or equipment,6100.0,2,0,0,0,No
2803,GANC91101,GANC,Ganchenpo,1991,Spring,Accident (death or serious injury),5700.0,2,0,3,0,No
2804,GANG71101,GANG,Gangapurna,1971,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7000.0,7,0,4,0,No
2805,GANG71301,GANG,Gangapurna,1971,Autumn,Success (main peak),7455.0,10,3,8,5,No
2806,GAUR52301,GAUR,Gaurishankar,1952,Autumn,Did not attempt climb,7408.9238190954775,4,0,0,0,No
2807,GAUR54301,GAUR,Gaurishankar,1954,Autumn,Did not attempt climb,5025.0,2,0,0,0,No
2808,GAUR55101,GAUR,Gaurishankar,1955,Spring,Did not attempt climb,7408.9238190954775,5,0,0,0,No
2809,GAUR59301,GAUR,Gaurishankar,1959,Autumn,Did not attempt climb,7408.9238190954775,3,0,0,0,No
2810,GAUR73301,GAUR,Gaurishankar,1973,Autumn,Did not reach base camp,7408.9238190954775,0,0,0,0,No
2811,GHUN62301,GHUN,Ghustang North,1962,Autumn,Success (main peak),6529.0,1,0,5,0,No
2812,GHUN65301,GHUN,Ghustang North,1965,Autumn,Success (main peak),6529.0,5,0,8,0,No
2813,GHUN69301,GHUN,Ghustang North,1969,Autumn,Success (main peak),6529.0,2,0,1,0,No
2814,GHUN88301,GHUN,Ghustang North,1988,Autumn,Success (main peak),6529.0,3,0,3,0,No
2815,GHUS62301,GHUS,Ghustang South,1962,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7408.9238190954775,1,0,2,0,No
2816,MATA61101,MATA,Matathumba,1961,Spring,Success (main peak),5767.0,3,0,3,0,No
2817,GHYM53301,GHYM,Ghyuthumba Main,1953,Autumn,Success (main peak),5806.0,1,0,4,0,No
2818,GIMM36201,GIMM,Gimmigela Chuli,1936,Summer,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400.0,4,0,0,0,No
2819,GIMM37101,GIMM,Gimmigela Chuli,1937,Spring,Other,6350.0,3,0,5,0,No
2820,GIMM37301,GIMM,Gimmigela Chuli,1937,Autumn,Did not attempt climb,6600.0,3,0,6,0,No
2821,GIMM39101,GIMM,Gimmigela Chuli,1939,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6300.0,3,0,6,0,No
2822,GIMM63101,GIMM,Gimmigela Chuli,1963,Spring,"Bad weather (storms, high winds)",7000.0,6,0,5,0,No
2823,GLAC65101,GLAC,Glacier Dome,1965,Spring,Success (main peak),7069.0,8,0,9,0,No
2824,GLAC69101,GLAC,Glacier Dome,1969,Spring,Success (main peak),7069.0,9,0,5,0,No
2825,GLAC81101,GLAC,Glacier Dome,1981,Spring,Success (main peak),7069.0,10,0,4,0,No
2826,GLAC82302,GLAC,Glacier Dome,1982,Autumn,Success (main peak),7069.0,3,0,0,0,No
2827,GLAC83303,GLAC,Glacier Dome,1983,Autumn,Other,6500.0,4,0,0,0,No
2828,GLAC88301,GLAC,Glacier Dome,1988,Autumn,Success (main peak),7069.0,11,0,2,0,Yes
2829,GYAC55301,GYAC,Gyachung Kang,1955,Autumn,Did not attempt climb,7408.9238190954775,8,0,0,0,No
2830,LEOE55101,LEOE,Leonpo Gang East,1955,Spring,Success (main peak),6733.0,3,0,4,0,No
2831,LEOE60101,LEOE,Leonpo Gang East,1960,Spring,Success (main peak),6733.0,3,0,1,0,No
2832,LEOE61101,LEOE,Leonpo Gang East,1961,Spring,Success (main peak),6733.0,2,0,4,0,No
2833,HIME53101,HIME,Himalchuli East,1953,Spring,Lack (or loss) of supplies or equipment,5600.0,2,1,1,0,No
2834,HIME55101,HIME,Himalchuli East,1955,Spring,Accident (death or serious injury),6100.0,6,1,4,0,No
2835,HIME58301,HIME,Himalchuli East,1958,Autumn,Did not attempt climb,6400.0,2,0,3,0,No
2836,HIME59101,HIME,Himalchuli East,1959,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7400.0,8,0,8,1,Yes
2837,HIME60101,HIME,Himalchuli East,1960,Spring,Success (main peak),7893.0,10,0,15,1,Yes
2838,HIME77101,HIME,Himalchuli East,1977,Spring,Accident (death or serious injury),7800.0,14,1,0,0,No
2839,RANI78301,RANI,Rani Peak,1978,Autumn,Success (main peak),6693.0,2,0,0,0,No
2840,HIMW60101,HIMW,Himalchuli West,1960,Spring,Other,7450.0,2,0,1,0,No
2841,HIMW78101,HIMW,Himalchuli West,1978,Spring,Success (main peak),7540.0,2,0,5,0,No
2842,HIUP68301,HIUP,Hiunchuli,1968,Autumn,Attempt rumoured,7408.9238190954775,0,0,0,0,No
2843,HIUP71301,HIUP,Hiunchuli,1971,Autumn,Success (main peak),6434.0,8,0,0,0,No
2844,HIUP73301,HIUP,Hiunchuli,1973,Autumn,Success (subpeak),6441.0,4,0,0,0,No
2845,HIUP81301,HIUP,Hiunchuli,1981,Autumn,Success (main peak),6434.0,9,0,0,0,No
2846,HIUP83301,HIUP,Hiunchuli,1983,Autumn,Success (main peak),6434.0,6,0,0,0,No
2847,HNKU64101,HNKU,Hongku Chuli,1964,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6500.0,3,0,3,0,No
2848,HONG59301,HONG,Hongde,1959,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6250.0,4,0,4,0,No
2849,HONG62101,HONG,Hongde,1962,Spring,Success (main peak),6556.0,4,0,5,0,No
2850,JANU57301,JANU,Jannu,1957,Autumn,Did not attempt climb,7408.9238190954775,3,0,0,0,No
2851,JANU59101,JANU,Jannu,1959,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7400.0,11,0,17,0,Yes
2852,JANU62101,JANU,Jannu,1962,Spring,Success (main peak),7711.0,12,0,30,0,No
2853,JANU74102,JANU,Jannu,1974,Spring,Did not attempt climb,7408.9238190954775,1,0,0,0,No
2854,JONG09301,JONG,Jongsang,1909,Autumn,Other,7408.9238190954775,1,0,0,0,No
2855,JONG30101,JONG,Jongsang,1930,Spring,Success (main peak),7462.0,6,0,4,0,Yes
2856,JONG83101,JONG,Jongsang,1983,Spring,Lack (or loss) of supplies or equipment,6145.0,4,0,3,0,No
2857,JONG83102,JONG,Jongsang,1983,Spring,Success (main peak),7462.0,44,0,0,0,No
2858,JUNC70301,JUNC,Junction Peak,1970,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6900.0,9,0,8,0,No
2859,KABD25101,KABD,Kabru Dome,1925,Spring,Other,6100.0,1,0,0,0,No
2860,KABD59301,KABD,Kabru Dome,1959,Autumn,Attempt rumoured,7408.9238190954775,1,0,0,0,No
2861,KABD64101,KABD,Kabru Dome,1964,Spring,Success (claimed),6660.0,0,0,0,0,No
2862,KABD81301,KABD,Kabru Dome,1981,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6000.0,5,0,4,0,No
2863,KABD85101,KABD,Kabru Dome,1985,Spring,Success (main peak),6600.0,24,0,0,0,No
2864,KABN07301,KABN,Kabru North,1907,Autumn,"Bad weather (storms, high winds)",7270.0,2,0,0,0,No
2865,KABN20401,KABN,Kabru North,1920,Winter,Other,6400.0,1,0,0,0,No
2866,KABN35301,KABN,Kabru North,1935,Autumn,Success (main peak),7338.0,2,0,4,0,No
2867,KABN47101,KABN,Kabru North,1947,Spring,Accident (death or serious injury),6100.0,3,0,1,0,No
2868,KABN51301,KABN,Kabru North,1951,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6100.0,1,0,3,0,No
2869,KABN85101,KABN,Kabru North,1985,Spring,"Bad weather (storms, high winds)",7000.0,4,0,0,0,No
2870,KAG162101,KAG1,Kagmara I,1962,Spring,Success (main peak),5978.0,6,0,7,0,No
2871,KAG166101,KAG1,Kagmara I,1966,Spring,Other,5600.0,1,0,0,0,No
2872,KAN181301,KAN1,Kande Hiunchuli North  I,1981,Autumn,Did not attempt climb,7408.9238190954775,8,0,0,0,No
2873,KAN280101,KAN2,Kande Hiunchuli North  II,1980,Spring,Success (main peak),6471.0,7,0,0,0,No
2874,KAN284101,KAN2,Kande Hiunchuli North  II,1984,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5800.0,2,0,1,0,No
2875,KANB30101,KANB,Kangbachen,1930,Spring,Did not attempt climb,7408.9238190954775,11,0,0,0,No
2876,KANB49101,KANB,Kangbachen,1949,Spring,"Route technically too difficult, lack of experience, strength, or motivation",5490.0,6,0,0,0,No
2877,KANC78101,KANC,Kangchenjunga Central,1978,Spring,Other,8410.0,4,0,3,0,Yes
2878,KANC78102,KANC,Kangchenjunga Central,1978,Spring,Success (main peak),8482.0,7,0,5,0,Yes
2879,KANC84101,KANC,Kangchenjunga Central,1984,Spring,Success (subpeak),8482.0,7,0,6,0,Yes
2880,KANC89101,KANC,Kangchenjunga Central,1989,Spring,Success (main peak),8482.0,16,0,3,0,Yes
2881,KANC91101,KANC,Kangchenjunga Central,1991,Spring,Success (main peak),8482.0,4,0,4,0,No
2882,KANG05201,KANG,Kangchenjunga,1905,Summer,Accident (death or serious injury),6300.0,5,1,4,4,No
2883,KANG10101,KANG,Kangchenjunga,1910,Spring,Did not attempt climb,7408.9238190954775,1,0,0,0,No
2884,KANG20301,KANG,Kangchenjunga,1920,Autumn,Other,6400.0,2,0,0,0,No
2885,KANG25101,KANG,Kangchenjunga,1925,Spring,Did not attempt climb,7408.9238190954775,1,0,0,0,No
2886,KAND63301,KAND,Kande Hiunchuli,1963,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6500.0,3,0,2,0,No
2887,KAND72301,KAND,Kande Hiunchuli,1972,Autumn,Success (main peak),6627.0,4,0,1,0,No
2888,KANG29201,KANG,Kangchenjunga,1929,Summer,"Bad weather (storms, high winds)",7400.0,10,0,25,0,No
2889,KANG30101,KANG,Kangchenjunga,1930,Spring,"Bad weather (storms, high winds)",6400.0,12,0,11,1,No
2890,KANG31201,KANG,Kangchenjunga,1931,Summer,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7940.0,10,1,30,3,No
2891,KANG37301,KANG,Kangchenjunga,1937,Autumn,Did not attempt climb,7408.9238190954775,3,0,6,0,No
2892,KANG40101,KANG,Kangchenjunga,1940,Spring,Did not attempt climb,7408.9238190954775,0,0,0,0,No
2893,KANG53101,KANG,Kangchenjunga,1953,Spring,Did not attempt climb,7408.9238190954775,2,0,0,0,No
2894,KANG54101,KANG,Kangchenjunga,1954,Spring,Did not attempt climb,6250.0,6,0,4,0,No
2895,KANG55101,KANG,Kangchenjunga,1955,Spring,Success (main peak),8586.0,9,0,26,1,Yes
2896,KANG87102,KANG,Kangchenjunga,1987,Spring,Success (main peak),8586.0,62,4,0,0,No
2897,KANS84101,KANS,Kangchenjunga South,1984,Spring,Success (main peak),8476.0,5,0,4,0,Yes
2898,KANS89101,KANS,Kangchenjunga South,1989,Spring,Success (main peak),8476.0,15,0,3,0,Yes
2899,KANS91101,KANS,Kangchenjunga South,1991,Spring,Success (main peak),8476.0,3,0,0,0,No
2900,KARY75301,KARY,Karyolung,1975,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",5700.0,0,0,0,0,No
2901,KCHN53101,KCHN,Kangchung Nup,1953,Spring,Success (main peak),6043.0,5,0,2,0,Yes
2902,KCHN53301,KCHN,Kangchung Nup,1953,Autumn,Success (main peak),6043.0,1,0,4,0,No
2903,KCHN54101,KCHN,Kangchung Nup,1954,Spring,Success (main peak),6043.0,9,0,6,0,No
2904,KGUR55201,KGUR,Kang Guru,1955,Summer,Success (main peak),6981.0,3,0,0,0,No
2905,KGUR50201,KGUR,Kang Guru,1950,Summer,"Route technically too difficult, lack of experience, strength, or motivation",6275.0,6,0,4,0,No
2906,KGUR65101,KGUR,Kang Guru,1965,Spring,Attempt rumoured,6981.0,0,0,0,0,No
2907,KOTA51301,KOTA,Kotang,1951,Autumn,Accident (death or serious injury),5200.0,1,1,3,0,No
2908,KOTA53101,KOTA,Kotang,1953,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6085.0,2,0,4,0,No
2909,KOTA55101,KOTA,Kotang,1955,Spring,"Bad weather (storms, high winds)",7408.9238190954775,4,0,3,0,No
2910,KOTA62101,KOTA,Kotang,1962,Spring,Success (subpeak),6038.0,3,0,2,0,No
2911,KOTA63301,KOTA,Kotang,1963,Autumn,Success (subpeak),6038.0,0,0,0,0,No
2912,KOTA66101,KOTA,Kotang,1966,Spring,Success (subpeak),6100.0,6,0,4,0,No
2913,KTEG55301,KTEG,Kangtega,1955,Autumn,Success (subpeak),6250.0,1,0,1,0,No
2914,KUSU78301,KUSU,Kusum Kanguru,1978,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6150.0,6,0,2,0,No
2915,KUSU79301,KUSU,Kusum Kanguru,1979,Autumn,Success (subpeak),6350.0,3,0,0,0,No
2916,KUSU79302,KUSU,Kusum Kanguru,1979,Autumn,"Bad weather (storms, high winds)",6200.0,4,0,0,0,No
2917,KUSU79303,KUSU,Kusum Kanguru,1979,Autumn,Success (subpeak),6350.0,5,0,0,0,No
2918,KUSU79304,KUSU,Kusum Kanguru,1979,Autumn,Attempt rumoured,7408.9238190954775,0,0,0,0,No
2919,KUSU80301,KUSU,Kusum Kanguru,1980,Autumn,"Illness, AMS, exhaustion, or frostbite",5300.0,3,0,0,0,No
2920,KUSU81302,KUSU,Kusum Kanguru,1981,Autumn,Success (main peak),6370.0,1,0,0,0,No
2921,KUSU81301,KUSU,Kusum Kanguru,1981,Autumn,Success (main peak),6370.0,8,0,0,0,No
2922,KUSU83301,KUSU,Kusum Kanguru,1983,Autumn,Success (subpeak),6356.0,4,0,0,0,No
2923,KUSU83302,KUSU,Kusum Kanguru,1983,Autumn,Success (main peak),6370.0,7,0,0,0,No
2924,KUSU88301,KUSU,Kusum Kanguru,1988,Autumn,Success (main peak),6370.0,3,0,6,0,No
2925,KUSU91101,KUSU,Kusum Kanguru,1991,Spring,Success (main peak),6370.0,1,0,0,0,No
2926,KUSU91301,KUSU,Kusum Kanguru,1991,Autumn,Accident (death or serious injury),7408.9238190954775,2,1,0,0,No
2927,KUSU91302,KUSU,Kusum Kanguru,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6350.0,1,0,0,0,No
2928,KUSU91303,KUSU,Kusum Kanguru,1991,Autumn,Success (main peak),6370.0,3,0,0,0,No
2929,LAMJ55201,LAMJ,Lamjung Himal,1955,Summer,Did not attempt climb,7408.9238190954775,4,0,0,0,No
2930,LANG49201,LANG,Langtang Lirung,1949,Summer,Did not attempt climb,5790.0,3,0,0,0,No
2931,LANG59301,LANG,Langtang Lirung,1959,Autumn,Did not attempt climb,5800.0,6,0,0,0,No
2932,LANG61101,LANG,Langtang Lirung,1961,Spring,Accident (death or serious injury),6450.0,6,2,5,1,No
2933,LEON55101,LEON,Leonpo Gang,1955,Spring,Did not attempt climb,7408.9238190954775,3,0,5,0,No
2934,LEON57101,LEON,Leonpo Gang,1957,Spring,Accident (death or serious injury),6100.0,6,1,6,2,No
2935,LEON58101,LEON,Leonpo Gang,1958,Spring,"Route technically too difficult, lack of experience, strength, or motivation",4900.0,4,0,3,0,No
2936,LEON60101,LEON,Leonpo Gang,1960,Spring,"Bad weather (storms, high winds)",6799.0,8,0,9,0,No
2937,LEON61101,LEON,Leonpo Gang,1961,Spring,"Bad weather (storms, high winds)",7050.0,13,0,13,0,No
2938,LEON62101,LEON,Leonpo Gang,1962,Spring,Success (main peak),6979.0,8,0,9,0,No
2939,LHAS62101,LHAS,Lha Shamma,1962,Spring,Success (main peak),6412.0,6,0,7,0,No
2940,LHAS64301,LHAS,Lha Shamma,1964,Autumn,"Bad weather (storms, high winds)",6250.0,5,0,3,0,No
2941,LHOT86302,LHOT,Lhotse,1986,Autumn,Did not attempt climb,7408.9238190954775,25,0,0,0,No
2942,LHOT86303,LHOT,Lhotse,1986,Autumn,Did not attempt climb,7408.9238190954775,4,0,0,0,No
2943,LHOT87302,LHOT,Lhotse,1987,Autumn,Did not attempt climb,7408.9238190954775,15,0,0,0,No
2944,LHOT90101,LHOT,Lhotse,1990,Spring,Success (main peak),8516.0,5,0,18,0,Yes
2945,LHOT91302,LHOT,Lhotse,1991,Autumn,"Illness, AMS, exhaustion, or frostbite",7650.0,6,0,0,0,No
2946,MUKT54301,MUKT,Mukut Himal,1954,Autumn,"Bad weather (storms, high winds)",6100.0,1,0,1,0,No
2947,LNPO09301,LNPO,Langpo,1909,Autumn,Success (main peak),6965.0,1,0,0,0,No
2948,LNPO39101,LNPO,Langpo,1939,Spring,Success (subpeak),6900.0,3,0,6,0,No
2949,LOBE55301,LOBE,Lobuje East,1955,Autumn,Success (subpeak),6080.0,3,0,4,0,No
2950,LOBE79101,LOBE,Lobuje East,1979,Spring,Success (main peak),6090.0,6,0,0,0,No
2951,LOBE84302,LOBE,Lobuje East,1984,Autumn,Success (main peak),6090.0,4,0,0,0,No
2952,LOBE89401,LOBE,Lobuje East,1989,Winter,Success (main peak),6090.0,4,0,0,0,No
2953,LSHR55101,LSHR,Lhotse Shar,1955,Spring,Did not attempt climb,7408.9238190954775,2,0,0,0,No
2954,LSHR58301,LSHR,Lhotse Shar,1958,Autumn,Did not attempt climb,7408.9238190954775,6,0,0,0,No
2955,LSHR60301,LSHR,Lhotse Shar,1960,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6700.0,4,0,0,0,No
2956,LSHR71101,LSHR,Lhotse Shar,1971,Spring,Other,8000.0,3,0,1,0,No
2957,LSIS73301,LSIS,Langshisa Ri,1973,Autumn,Accident (death or serious injury),4700.0,5,3,0,0,No
2958,MACH56101,MACH,Machhapuchhare,1956,Spring,Did not attempt climb,7408.9238190954775,1,0,0,0,No
2959,MACH57101,MACH,Machhapuchhare,1957,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6950.0,5,0,4,0,No
2960,BTAK60101,BTAK,Bhairab Takura,1960,Spring,Success (main peak),6799.0,3,0,1,0,No
2961,MAK254101,MAK2,Makalu II,1954,Spring,"Illness, AMS, exhaustion, or frostbite",7000.0,10,0,15,0,Yes
2962,MAK254301,MAK2,Makalu II,1954,Autumn,Success (main peak),7678.0,2,0,2,0,No
2963,MAK271301,MAK2,Makalu II,1971,Autumn,Accident (death or serious injury),7300.0,0,1,1,0,No
2964,MAK280301,MAK2,Makalu II,1980,Autumn,Success (main peak),7678.0,5,0,0,0,No
2965,MAK281102,MAK2,Makalu II,1981,Spring,Success (main peak),7678.0,6,0,0,0,No
2966,MAK291101,MAK2,Makalu II,1991,Spring,Success (main peak),7678.0,2,0,0,0,No
2967,MAK291301,MAK2,Makalu II,1991,Autumn,Success (main peak),7678.0,3,0,0,0,No
2968,MAK294101,MAK2,Makalu II,1994,Spring,Success (main peak),7678.0,2,0,2,0,No
2969,MAKA34101,MAKA,Makalu,1934,Spring,Did not attempt climb,7408.9238190954775,0,0,0,0,No
2970,MAKA54101,MAKA,Makalu,1954,Spring,"Bad weather (storms, high winds)",7150.0,10,0,12,0,Yes
2971,MAKA54102,MAKA,Makalu,1954,Spring,"Illness, AMS, exhaustion, or frostbite",7000.0,10,0,15,0,No
2972,MAKA54301,MAKA,Makalu,1954,Autumn,"Bad weather (storms, high winds)",7800.0,8,0,11,1,Yes
2973,MAKA55101,MAKA,Makalu,1955,Spring,Success (main peak),8485.0,11,0,25,0,Yes
2974,MAKA61101,MAKA,Makalu,1961,Spring,"Illness, AMS, exhaustion, or frostbite",8350.0,17,0,50,0,Yes
2975,MAKA69101,MAKA,Makalu,1969,Spring,Did not attempt climb,6650.0,5,0,2,0,No
2976,MAKA81303,MAKA,Makalu,1981,Autumn,Did not attempt climb,7408.9238190954775,7,0,0,0,No
2977,MANA50201,MANA,Manaslu,1950,Summer,Did not attempt climb,7408.9238190954775,6,0,0,0,No
2978,MANA52301,MANA,Manaslu,1952,Autumn,Did not attempt climb,7408.9238190954775,6,0,0,0,No
2979,MANA53101,MANA,Manaslu,1953,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7750.0,15,0,15,0,Yes
2980,MANA54101,MANA,Manaslu,1954,Spring,Did not attempt climb,7408.9238190954775,13,0,0,0,No
2981,MANA55301,MANA,Manaslu,1955,Autumn,Did not attempt climb,7408.9238190954775,3,0,0,0,No
2982,MANA56101,MANA,Manaslu,1956,Spring,Success (main peak),8163.0,12,0,20,0,Yes
2983,MANA70301,MANA,Manaslu,1970,Autumn,Did not attempt climb,7408.9238190954775,2,0,0,0,No
2984,MANA71101,MANA,Manaslu,1971,Spring,Success (main peak),8163.0,11,0,11,0,Yes
2985,MANA71102,MANA,Manaslu,1971,Spring,"Bad weather (storms, high winds)",7600.0,8,1,5,0,Yes
2986,MANA73102,MANA,Manaslu,1973,Spring,Did not attempt climb,7408.9238190954775,1,0,0,0,No
2987,MANN64301,MANN,Manaslu North,1964,Autumn,Success (main peak),6994.0,5,0,6,0,No
2988,MANN86401,MANN,Manaslu North,1986,Winter,Did not attempt climb,7408.9238190954775,0,0,0,0,No
2989,MANN92301,MANN,Manaslu North,1992,Autumn,Success (main peak),6994.0,3,0,2,0,No
2990,MANP56101,MANP,Manapathi,1956,Spring,Success (main peak),6380.0,1,0,1,0,No
2991,MPNW77101,MPNW,Manapathi NW,1977,Spring,Success (main peak),6384.0,4,0,0,0,No
2992,MARD62101,MARD,Mardi Himal,1962,Spring,Success (main peak),5553.0,1,0,2,0,No
2994,MERA53101,MERA,Mera Peak,1953,Spring,Success (main peak),6470.0,1,0,1,0,No
2995,MERA55301,MERA,Mera Peak,1955,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400.0,3,0,1,0,No
2996,MERA62301,MERA,Mera Peak,1962,Autumn,Success (main peak),6470.0,2,0,0,0,No
2997,MERA73301,MERA,Mera Peak,1973,Autumn,Success (main peak),6470.0,4,0,3,0,No
2998,MERA85101,MERA,Mera Peak,1985,Spring,Success (subpeak),6255.0,2,0,1,0,No
2999,MING61301,MING,Mingbo Ri,1961,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",5950.0,8,0,2,0,No
3000,MANN79301,MANN,Manaslu North,1979,Autumn,Success (subpeak),6991.0,10,0,4,0,No
3001,NALA55301,NALA,Nalakankar North,1955,Autumn,Did not attempt climb,7408.9238190954775,6,0,0,0,No
3002,NAMP53101,NAMP,Nampa,1953,Spring,Did not attempt climb,7408.9238190954775,3,0,0,0,No
3003,NAMP70301,NAMP,Nampa,1970,Autumn,"Illness, AMS, exhaustion, or frostbite",6250.0,6,0,0,0,Yes
3004,OHMI49101,OHMI,Ohmi Kangri,1949,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6800.0,5,0,3,0,No
3005,NCHU62101,NCHU,Nupchu,1962,Spring,Success (main peak),6044.0,9,0,6,0,No
3006,NEPA30101,NEPA,Nepal Peak,1930,Spring,Success (main peak),7177.0,3,0,0,0,No
3007,NEPA36201,NEPA,Nepal Peak,1936,Summer,Success (main peak),7177.0,4,0,0,0,No
3008,NEPA37101,NEPA,Nepal Peak,1937,Spring,Other,7408.9238190954775,3,0,7,0,No
3009,NEPA37301,NEPA,Nepal Peak,1937,Autumn,Success (subpeak),7145.0,3,0,6,0,No
3010,NEPA39101,NEPA,Nepal Peak,1939,Spring,Success (main peak),7177.0,3,0,7,0,No
3011,NEPA85301,NEPA,Nepal Peak,1985,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6735.0,31,0,0,0,No
